1,114.5,1247.7821123898195
2,46.3125,1408.9846698953115
3,30.008327,1353.3070974468435
4,21.4625,1433.1611214375025
5,20.140003,1473.531506280066
6,13.466668,1508.9575872104556
7,11.710715,1642.4421755422625
8,11.01563,1664.9384673314507
9,11.372221,1834.25919651504
10,10.677505,1746.0874548544239
11,7.759094,1869.3397230038204
12,7.385421,1972.4922813537191
13,7.5211525,2072.2174596311074
14,8.426785,2214.4371971225555
15,6.525004,2402.1403580973365
16,5.3718805,2349.498265587783
17,5.700004,2463.930660550333
18,4.0319443,2107.818018710344
19,4.685521,2304.3975568464743
20,5.4712534,2391.5834712591572
21,4.3595195,2660.9262485082145
22,4.674995,2739.58714042828
23,4.130435,2654.515906902801
24,5.259371,2896.806862736969
25,5.2680016,3084.0776579068174
26,4.3480754,3269.5950972559276
27,3.9212942,3148.3186941604245
28,4.0946484,3332.1296643438113
29,3.6637902,3560.5254949234672
30,4.202497,3720.0781308999412
31,3.4120917,3862.1346170220427
32,3.2703161,3983.691893206602
33,2.48636,3738.38103996904
34,3.244853,4101.892453490218
35,3.032148,4035.4709762306557
36,3.8159728,4328.837338131337
37,3.4581065,4328.715536969367
38,3.4493446,4360.894873761577
39,3.272438,4167.335359675292
40,3.2050014,4368.8306101289845
41,2.728045,4472.231031599329
42,2.7767897,4759.986575611322
43,3.0313969,4710.934705554727
44,2.8488636,4884.245724776754
45,2.8155565,4991.709687071154
46,2.4983644,4983.680778300311
47,2.0670176,5198.392549625317
48,2.4989605,5252.982981126057
49,2.5535703,5361.283876087891
50,2.2794962,5576.346007915937
51,2.899015,5535.199138242454
52,2.804327,5613.338195761948
53,2.3660421,5812.4842623442855
54,2.4300933,5548.05713741306
55,2.2563696,5663.837709539354
56,2.1285772,5830.522789596144
57,1.78684,5905.659649861309
58,1.6262889,5106.93253333153
59,2.2737265,5434.758467494209
60,2.4983287,5756.592438239831
61,2.1143436,5678.645313805046
62,2.500403,6067.752120843435
63,2.2341251,6278.2918616451725
64,2.7796865,6525.148825888955
65,2.5107741,6839.132393805518
66,2.211368,6098.670117328859
